# MEAN_SAMPLE_SIZE = 4338
# TOTAL_GENES = 18300
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GSE15930_NAIVE_VS_48H_IN_VIT...6         SET     192    -0.056379   -0.0057447      0.06024      0.82533 GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP
GSE15930_NAIVE_VS_48H_IN_VIT...5         SET     190     0.057945    0.0058737     0.061828      0.17434 GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN
GSE15930_NAIVE_VS_48H_IN_VIT...4         SET     191     0.016818    0.0017092     0.059157       0.3881 GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP
GSE15930_NAIVE_VS_48H_IN_VIT...3         SET     192    -0.038416   -0.0039144     0.060053      0.73881 GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN
GSE15930_NAIVE_VS_72H_IN_VIT...2         SET     192     0.041355    0.0042138     0.061111       0.2493 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP
GSE15930_NAIVE_VS_72H_IN_VIT...1         SET     191    0.0067144   0.00068239     0.059618      0.45517 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN
GSE15930_NAIVE_VS_72H_IN_VIT...6         SET     194    -0.011414    -0.001169     0.060092      0.57532 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_UP
GSE15930_NAIVE_VS_72H_IN_VIT...5         SET     194    -0.042385    -0.004341     0.059739      0.76099 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN
GSE15930_NAIVE_VS_72H_IN_VIT...4         SET     194     0.017017    0.0017428     0.059877      0.38813 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP
GSE15930_NAIVE_VS_72H_IN_VIT...3         SET     194    0.0048296   0.00049463     0.061649      0.46878 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN
GSE15930_NAIVE_VS_72H_IN_VIT...8         SET     192     0.060206    0.0061346     0.061354      0.16323 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP
GSE15930_NAIVE_VS_72H_IN_VIT...7         SET     196     0.019361     0.001993     0.060814      0.37511 GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN
GSE15930_STIM_VS_STIM_AND_IL...2         SET     195     0.059555    0.0061149      0.05858      0.15467 GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_IL...1         SET     187     -0.14027    -0.014107     0.060699      0.98957 GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_IF...2         SET     190      0.02637    0.0026731     0.061014       0.3328 GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_IF...1         SET     190    -0.021888   -0.0022188     0.060525      0.64119 GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_TR...2         SET     186    -0.052975   -0.0053137     0.060389      0.80981 GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_TR...1         SET     193    0.0094596   0.00096635     0.058766      0.43606 GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_IL...4         SET     193     0.070247    0.0071761     0.058646      0.11551 GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_IL...3         SET     196     0.082714    0.0085144     0.060733     0.086621 GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_IF...4         SET     189    -0.018771   -0.0018978     0.060888      0.62106 GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_IF...3         SET     195     0.084053    0.0086304     0.060762     0.083294 GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_TR...4         SET     193     0.041849    0.0042751     0.062429      0.25133 GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_TR...3         SET     196     0.037497    0.0038598     0.061241      0.27018 GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_IL...6         SET     193    -0.007923  -0.00080938      0.06106      0.55162 GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_IL...5         SET     185    -0.082357   -0.0082389     0.062284      0.90695 GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_IF...6         SET     187    -0.038186   -0.0038404     0.062647      0.72891 GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_IF...5         SET     193    -0.011342   -0.0011587      0.05941       0.5757 GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_DN
GSE15930_STIM_VS_STIM_AND_TR...6         SET     193    -0.048993    -0.005005     0.061163      0.78844 GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP
GSE15930_STIM_VS_STIM_AND_TR...5         SET     190     0.044306    0.0044911     0.062594      0.23953 GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_DN
GSE16522_MEMORY_VS_NAIVE_CD8...2         SET     186    8.235e-05   8.2601e-06      0.05899      0.49944 GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP
GSE16522_MEMORY_VS_NAIVE_CD8...1         SET     194    -0.055202   -0.0056537     0.059843      0.82185 GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_DN
GSE16522_MEMORY_VS_NAIVE_ANT...2         SET     187     0.040404    0.0040635     0.060791      0.25315 GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP
GSE16522_MEMORY_VS_NAIVE_ANT...1         SET     195     0.019171    0.0019685     0.059771       0.3742 GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN
GSE16522_ANTI_CD3CD28_STIM_V...2         SET     193    -0.070727   -0.0072252      0.05968        0.882 GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP
GSE16522_ANTI_CD3CD28_STIM_V...1         SET     188    -0.030135   -0.0030388     0.061975       0.6866 GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN
GSE16522_ANTI_CD3CD28_STIM_V...4         SET     192    -0.063719   -0.0064926     0.060801      0.85267 GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP
GSE16522_ANTI_CD3CD28_STIM_V...3         SET     192    0.0042125   0.00042922     0.059169      0.47162 GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN
GSE16755_CTRL_VS_IFNA_TREATE...2         SET     186    -0.020744   -0.0020808     0.060868      0.63337 GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP
GSE16755_CTRL_VS_IFNA_TREATE...1         SET     185    -0.024134   -0.0024143     0.063025      0.64911 GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN
GSE17580_TREG_VS_TEFF_UP                 SET     193     -0.07056   -0.0072081     0.061268      0.87526 GSE17580_TREG_VS_TEFF_UP
GSE17580_TREG_VS_TEFF_DN                 SET     198    0.0077667   0.00080352      0.05627      0.44511 GSE17580_TREG_VS_TEFF_DN
GSE17580_TREG_VS_TEFF_S_MANS...2         SET     193   -0.0037006  -0.00037803     0.059712      0.52471 GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP
GSE17580_TREG_VS_TEFF_S_MANS...1         SET     191     0.033013    0.0033551     0.058104      0.28496 GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN
GSE17580_UNINFECTED_VS_S_MAN...2         SET     196    -0.023443   -0.0024132     0.059337      0.65361 GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP
GSE17580_UNINFECTED_VS_S_MAN...1         SET     187     0.015222    0.0015309     0.058824      0.39791 GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN
GSE17580_UNINFECTED_VS_S_MAN...4         SET     194     0.074794    0.0076602     0.057646     0.097244 GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_UP
GSE17580_UNINFECTED_VS_S_MAN...3         SET     194      0.11858     0.012145     0.063324     0.030574 GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN
GSE17721_CTRL_VS_LPS_0.5H_BM...2         SET     189    -0.016612   -0.0016795     0.060467      0.60823 GSE17721_CTRL_VS_LPS_0.5H_BMDC_UP
GSE17721_CTRL_VS_LPS_0.5H_BM...1         SET     189     -0.10191    -0.010303     0.062674      0.94802 GSE17721_CTRL_VS_LPS_0.5H_BMDC_DN
GSE17721_CTRL_VS_LPS_1H_BMDC...2         SET     196   -0.0056821   -0.0005849     0.058966      0.53838 GSE17721_CTRL_VS_LPS_1H_BMDC_UP
GSE17721_CTRL_VS_LPS_1H_BMDC...1         SET     191     0.031821     0.003234     0.058217      0.29234 GSE17721_CTRL_VS_LPS_1H_BMDC_DN
GSE17721_CTRL_VS_LPS_2H_BMDC...2         SET     191     0.025925    0.0026348     0.060732      0.33474 GSE17721_CTRL_VS_LPS_2H_BMDC_UP
GSE17721_CTRL_VS_LPS_2H_BMDC...1         SET     191    -0.043422    -0.004413     0.062448      0.75657 GSE17721_CTRL_VS_LPS_2H_BMDC_DN
GSE17721_CTRL_VS_LPS_4H_BMDC...2         SET     196   -0.0068043  -0.00070042     0.061729      0.54388 GSE17721_CTRL_VS_LPS_4H_BMDC_UP
GSE17721_CTRL_VS_LPS_4H_BMDC...1         SET     187     0.096335    0.0096885     0.065342      0.07021 GSE17721_CTRL_VS_LPS_4H_BMDC_DN
GSE17721_CTRL_VS_LPS_6H_BMDC...2         SET     189     0.022404    0.0022651     0.060335       0.3552 GSE17721_CTRL_VS_LPS_6H_BMDC_UP
GSE17721_CTRL_VS_LPS_6H_BMDC...1         SET     193    -0.057434   -0.0058672     0.056738      0.84429 GSE17721_CTRL_VS_LPS_6H_BMDC_DN
GSE17721_CTRL_VS_LPS_8H_BMDC...2         SET     191     0.020847    0.0021186     0.057909      0.35943 GSE17721_CTRL_VS_LPS_8H_BMDC_UP
GSE17721_CTRL_VS_LPS_8H_BMDC...1         SET     193     0.052509    0.0053641     0.063424      0.20387 GSE17721_CTRL_VS_LPS_8H_BMDC_DN
GSE17721_CTRL_VS_LPS_12H_BMD...2         SET     189   0.00035433   3.5824e-05     0.057822      0.49756 GSE17721_CTRL_VS_LPS_12H_BMDC_UP
GSE17721_CTRL_VS_LPS_12H_BMD...1         SET     196     -0.10959    -0.011281      0.06202      0.96138 GSE17721_CTRL_VS_LPS_12H_BMDC_DN
GSE17721_CTRL_VS_LPS_24H_BMD...2         SET     191      0.02728    0.0027725     0.061001      0.32736 GSE17721_CTRL_VS_LPS_24H_BMDC_UP
GSE17721_CTRL_VS_LPS_24H_BMD...1         SET     195     0.031476    0.0032319     0.059358      0.29797 GSE17721_CTRL_VS_LPS_24H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_0.5H...2         SET     192     0.012781    0.0013023     0.058663      0.41376 GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_0.5H...1         SET     195     -0.10535    -0.010817     0.062064      0.95518 GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_1H_B...2         SET     191    -0.082799   -0.0084149     0.060388      0.91482 GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_1H_B...1         SET     188      0.10824     0.010915     0.061401     0.038968 GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_2H_B...2         SET     193     0.068097    0.0069565     0.059795      0.12739 GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_2H_B...1         SET     197      0.12745     0.013153     0.062878     0.021345 GSE17721_CTRL_VS_POLYIC_2H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_4H_B...2         SET     190       0.1585     0.016067     0.064713     0.007164 GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_4H_B...1         SET     196      0.14253     0.014672     0.058086    0.0070733 GSE17721_CTRL_VS_POLYIC_4H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_6H_B...2         SET     184    -0.069773   -0.0069612     0.062296      0.86864 GSE17721_CTRL_VS_POLYIC_6H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_6H_B...1         SET     194    -0.084869    -0.008692     0.061517      0.91613 GSE17721_CTRL_VS_POLYIC_6H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_8H_B...2         SET     190    0.0072741   0.00073736     0.063053      0.45408 GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_8H_B...1         SET     191    -0.034493   -0.0035056     0.060429      0.71593 GSE17721_CTRL_VS_POLYIC_8H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_12H_...2         SET     192     -0.11575    -0.011795     0.060862       0.9714 GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_12H_...1         SET     197     0.001632   0.00016842     0.059816      0.48912 GSE17721_CTRL_VS_POLYIC_12H_BMDC_DN
GSE17721_CTRL_VS_POLYIC_24H_...2         SET     189      0.06551    0.0066232     0.062479      0.14721 GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP
GSE17721_CTRL_VS_POLYIC_24H_...1         SET     197     -0.11632    -0.012004     0.059815      0.97408 GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_0....2         SET     191   -0.0044779  -0.00045509     0.062115      0.52873 GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_0....1         SET     191    -0.093309   -0.0094831     0.059051      0.94295 GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_1H...2         SET     189     0.070732    0.0071512     0.060595      0.12156 GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_1H...1         SET     192      0.01212     0.001235     0.058425      0.41783 GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_2H...2         SET     196     0.040033    0.0041209     0.060827      0.25523 GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_2H...1         SET     191     0.016124    0.0016387     0.059626      0.39342 GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_4H...2         SET     196    0.0044296   0.00045598     0.059165      0.47016 GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_4H...1         SET     193    -0.075455   -0.0077082     0.060364      0.89434 GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_6H...2         SET     189     0.007832   0.00079183     0.063812      0.45116 GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_6H...1         SET     193    -0.023268    -0.002377     0.058322      0.65504 GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_8H...2         SET     193    -0.032029    -0.003272     0.059455      0.70495 GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_8H...1         SET     193     0.040528    0.0041402      0.06117      0.25382 GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_12...2         SET     196    -0.068767   -0.0070788     0.059256      0.87707 GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_12...1         SET     198     0.010174    0.0010526     0.062329      0.43517 GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN
GSE17721_CTRL_VS_PAM3CSK4_24...2         SET     192     -0.13378    -0.013632     0.059638      0.98755 GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP
GSE17721_CTRL_VS_PAM3CSK4_24...1         SET     194     0.075858    0.0077692     0.061224      0.10768 GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN
GSE17721_CTRL_VS_CPG_0.5H_BM...2         SET     188     0.082748    0.0083441     0.059863     0.083455 GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP
GSE17721_CTRL_VS_CPG_0.5H_BM...1         SET     193    -0.019385   -0.0019802     0.060421      0.62583 GSE17721_CTRL_VS_CPG_0.5H_BMDC_DN
GSE17721_CTRL_VS_CPG_1H_BMDC...2         SET     190     -0.10558    -0.010703      0.06423      0.94988 GSE17721_CTRL_VS_CPG_1H_BMDC_UP
GSE17721_CTRL_VS_CPG_1H_BMDC...1         SET     196     0.072483    0.0074612     0.059596      0.11196 GSE17721_CTRL_VS_CPG_1H_BMDC_DN
GSE17721_CTRL_VS_CPG_2H_BMDC...2         SET     192     0.040569    0.0041337     0.059585      0.24799 GSE17721_CTRL_VS_CPG_2H_BMDC_UP
GSE17721_CTRL_VS_CPG_2H_BMDC...1         SET     195     0.018102    0.0018587     0.058899       0.3793 GSE17721_CTRL_VS_CPG_2H_BMDC_DN
GSE17721_CTRL_VS_CPG_4H_BMDC...2         SET     196    -0.044805   -0.0046121     0.059122      0.77572 GSE17721_CTRL_VS_CPG_4H_BMDC_UP
GSE17721_CTRL_VS_CPG_4H_BMDC...1         SET     192    -0.024637   -0.0025103     0.060853      0.65721 GSE17721_CTRL_VS_CPG_4H_BMDC_DN
GSE17721_CTRL_VS_CPG_6H_BMDC...2         SET     187     -0.11377    -0.011442     0.060333      0.97032 GSE17721_CTRL_VS_CPG_6H_BMDC_UP
GSE17721_CTRL_VS_CPG_6H_BMDC...1         SET     193    -0.066977   -0.0068421     0.062885      0.85657 GSE17721_CTRL_VS_CPG_6H_BMDC_DN
GSE17721_CTRL_VS_CPG_8H_BMDC...2         SET     191    -0.043692   -0.0044405     0.062287      0.75849 GSE17721_CTRL_VS_CPG_8H_BMDC_UP
GSE17721_CTRL_VS_CPG_8H_BMDC...1         SET     196     0.054917    0.0056531     0.061091      0.18435 GSE17721_CTRL_VS_CPG_8H_BMDC_DN
GSE17721_CTRL_VS_CPG_12H_BMD...2         SET     192     0.045933    0.0046803     0.060884       0.2253 GSE17721_CTRL_VS_CPG_12H_BMDC_UP
GSE17721_CTRL_VS_CPG_12H_BMD...1         SET     196     0.052442    0.0053983     0.058767       0.1861 GSE17721_CTRL_VS_CPG_12H_BMDC_DN
GSE17721_CTRL_VS_CPG_24H_BMD...2         SET     189    -0.048536   -0.0049071     0.058555      0.79641 GSE17721_CTRL_VS_CPG_24H_BMDC_UP
GSE17721_CTRL_VS_CPG_24H_BMD...1         SET     191     -0.15029    -0.015274     0.061774       0.9925 GSE17721_CTRL_VS_CPG_24H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...2         SET     192    -0.023244   -0.0023684     0.058649      0.65407 GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...1         SET     192     0.069926    0.0071251     0.062879      0.13306 GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...6         SET     197    -0.033542   -0.0034615     0.059648      0.71305 GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...5         SET     190     0.075253    0.0076282     0.062601      0.11467 GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...10        SET     186     0.070977    0.0071194     0.061985       0.1261 GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...9         SET     196   -0.0015047  -0.00015489     0.058567      0.51025 GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...12        SET     191     0.075133    0.0076358     0.059203      0.10222 GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...11        SET     196     0.095425    0.0098228     0.059033      0.05301 GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...14        SET     193     -0.11395    -0.011641     0.058233       0.9748 GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...13        SET     194    -0.046539   -0.0047664     0.060523      0.77903 GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...16        SET     193    -0.079518   -0.0081232     0.060276      0.90644 GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...15        SET     192     0.027778    0.0028304     0.060063      0.32187 GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...4         SET     192     -0.02801    -0.002854     0.060006      0.67967 GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...3         SET     194     0.070513    0.0072217     0.058911      0.11568 GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN
GSE17721_CTRL_VS_GARDIQUIMOD...8         SET     190    -0.033475   -0.0033933       0.0607      0.70935 GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_UP
GSE17721_CTRL_VS_GARDIQUIMOD...7         SET     191     0.065754    0.0066826     0.060465      0.13843 GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_DN
GSE17721_LPS_VS_POLYIC_0.5H_...2         SET     195     -0.02916   -0.0029941      0.05913      0.68905 GSE17721_LPS_VS_POLYIC_0.5H_BMDC_UP
GSE17721_LPS_VS_POLYIC_0.5H_...1         SET     191    -0.052835   -0.0053697     0.060558      0.80852 GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN
GSE17721_LPS_VS_POLYIC_1H_BM...2         SET     189    -0.033735   -0.0034107     0.063213      0.70321 GSE17721_LPS_VS_POLYIC_1H_BMDC_UP
GSE17721_LPS_VS_POLYIC_1H_BM...1         SET     190      0.14441     0.014638     0.060307     0.008326 GSE17721_LPS_VS_POLYIC_1H_BMDC_DN
GSE17721_LPS_VS_POLYIC_2H_BM...2         SET     191    -0.007265  -0.00073835     0.058527      0.54939 GSE17721_LPS_VS_POLYIC_2H_BMDC_UP
GSE17721_LPS_VS_POLYIC_2H_BM...1         SET     197     0.061536    0.0063504     0.059144      0.14908 GSE17721_LPS_VS_POLYIC_2H_BMDC_DN
GSE17721_LPS_VS_POLYIC_4H_BM...2         SET     189     0.016825    0.0017011     0.062122      0.39326 GSE17721_LPS_VS_POLYIC_4H_BMDC_UP
GSE17721_LPS_VS_POLYIC_4H_BM...1         SET     190     0.031698    0.0032131     0.056872      0.28865 GSE17721_LPS_VS_POLYIC_4H_BMDC_DN
GSE17721_LPS_VS_POLYIC_6H_BM...2         SET     194      0.16916     0.017324     0.057903    0.0017452 GSE17721_LPS_VS_POLYIC_6H_BMDC_UP
GSE17721_LPS_VS_POLYIC_6H_BM...1         SET     188    -0.021965   -0.0022149     0.061841      0.63877 GSE17721_LPS_VS_POLYIC_6H_BMDC_DN
GSE17721_LPS_VS_POLYIC_8H_BM...2         SET     193     0.082346    0.0084121     0.056862     0.073796 GSE17721_LPS_VS_POLYIC_8H_BMDC_UP
GSE17721_LPS_VS_POLYIC_8H_BM...1         SET     192    -0.069765   -0.0071086     0.059045       0.8813 GSE17721_LPS_VS_POLYIC_8H_BMDC_DN
GSE17721_LPS_VS_POLYIC_12H_B...2         SET     195     0.059359    0.0060949     0.061551      0.16743 GSE17721_LPS_VS_POLYIC_12H_BMDC_UP
GSE17721_LPS_VS_POLYIC_12H_B...1         SET     196    -0.083483   -0.0085936     0.058063      0.92474 GSE17721_LPS_VS_POLYIC_12H_BMDC_DN
GSE17721_LPS_VS_POLYIC_16H_B...2         SET     189   -0.0055784  -0.00056399     0.061424      0.53618 GSE17721_LPS_VS_POLYIC_16H_BMDC_UP
GSE17721_LPS_VS_POLYIC_16H_B...1         SET     196     0.028362    0.0029195     0.058774      0.31471 GSE17721_LPS_VS_POLYIC_16H_BMDC_DN
GSE17721_LPS_VS_POLYIC_24H_B...2         SET     190    -0.016796   -0.0017026     0.059386      0.61135 GSE17721_LPS_VS_POLYIC_24H_BMDC_UP
GSE17721_LPS_VS_POLYIC_24H_B...1         SET     189    0.0035343   0.00035733     0.059505      0.47632 GSE17721_LPS_VS_POLYIC_24H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...2         SET     193    -0.027261   -0.0027849     0.060594       0.6736 GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...1         SET     192    -0.037645   -0.0038358     0.056965      0.74564 GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...8         SET     193   -0.0083903  -0.00085712     0.060816      0.55486 GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...7         SET     188    -0.037348   -0.0037661     0.061911      0.72683 GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...12        SET     195   -0.0062305  -0.00063973     0.058675      0.54228 GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...11        SET     192      -0.1022    -0.010413     0.061585      0.95148 GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...14        SET     190    -0.018488    -0.001874     0.059765      0.62147 GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP
GSE17721_POLYIC_VS_PAM3CSK4_...13        SET     195      0.10661     0.010946     0.057264     0.031335 GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN
GSE17721_POLYIC_VS_PAM3CSK4_...16        SET     192     -0.04086   -0.0041634     0.060822      0.74914 GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_UP
